SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Feedback Category
152,Denim Jacket,Fashion,2023-09-26,115.0,4.0,Latin America,CUST1066,Wholesale,REP009,0.08,90,Wholesale,Low Stock,Pending Return,Color not as shown,Positive,Product Quality
153,Activity Tracker,Wearables,2024-06-07,100.0,3.0,Europe,CUST1071,Online Direct,REP006,0.0,80,Wholesale,Out of Stock,Pending Return,Not recommended,Negative,Value for Money
154,Bluetooth Speaker,Electronics,2024-06-08,30.0,1.0,Latin America,CUST1074,Retail,REP009,0.0,22,Online Direct,Out of Stock,No Return,Very satisfied,Positive,Product Quality
155,Bluetooth Speaker,Electronics,2023-12-03,25.0,1.0,Europe,CUST1041,Retail,REP006,0.0,20,Wholesale,In Stock,Pending Return,Not worth the money,Negative,Product Quality
156,Leather Boots,Fashion,2024-08-09,120.0,1.0,Asia Pacific,CUST1028,Retail,REP005,0.0,80,Online Direct,Out of Stock,No Return,Missing accessories,Positive,Product Description Accuracy
157,Air Purifier,Home Appliances,2023-01-18,65.0,2.0,Europe,CUST1054,Wholesale,REP007,0.0,50,Retail,Out of Stock,No Return,Not recommended,Postive,Value for Money
158,Treadmill,Sports & Outdoors,2023-08-31,390.0,4.0,Asia Pacific,CUST1005,Subscription,REP003,0.0,300,Online Direct,Out of Stock,No Return,Not worth the money,Neutral,Product Quality
159,Wireless Earbuds,Electronics,2023-02-12,32.0,1.0,Europe,CUST1044,Retail,REP004,0.0,25,Wholesale,Out of Stock,Returned,Excellent quality,Positive,Product Quality
160,Organic Almonds,Groceries,2024-06-07,19.0,2.0,Asia Pacific,CUST1008,Retail,REP004,0.0,15,Wholesale,Low Stock,Returned,Top notch,Negative,Product Quality
161,Smartwatch,Wearables,2024-05-04,130.0,3.0,Latin America,CUST1021,Online Direct,REP008,0.0,100,Marketplace,In Stock,Pending Return,Too expensive,Neutral,Product Quality
162,4K Ultra HD TV,Electronics,2023-05-29,650.0,4.0,Not Specified,CUST1093,Wholesale,REP002,0.0,500,Retail,Low Stock,No Return,Could be better,Neutral,Product Quality
163,Skincare Set,Health & Beauty,2024-04-29,80.0,4.0,Middle East & Africa,CUST1054,Subscription,REP008,0.0,60,Wholesale,In Stock,Returned,I love it,Positive,Experience with Purchase
164,Wall Art,Home Décor,2023-10-16,38.0,2.0,Asia Pacific,CUST1046,Online Direct,REP002,0.0,30,Wholesale,Out of Stock,Pending Return,Perfect fit,Negative,Product Quality
165,Designer Handbag,Fashion,2023-11-14,195.0,4.0,North America,CUST1041,Wholesale,REP008,0.0,150,Online Direct,Out of Stock,Pending Return,Item as described,Positive,Product Description Accuracy
166,Stroller,Baby Products,,260.0,1.0,Not Specified,,Retail,REP009,0.0,200,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
167,Fitness Tracker,Electronics,2023-07-10,100.0,5.0,Latin America,CUST1068,Online Direct,REP001,0.0,80,Online Direct,In Stock,No Return,Fast delivery,Positive,Delivery Issues
168,Car Battery,Automotive,,85.0,5.0,Not Specified,,Retail,REP001,0.0,70,Not Specified,Not Specified,Not Specified,No Feedback,Postive,No Feedback
169,External Hard Drive,Electronics,2023-10-05,115.0,3.0,Not Specified,CUST1075,Wholesale,REP003,0.0,90,Retail,Out of Stock,Pending Return,Terrible support,Neutral,Customer Service
170,Gourmet Coffee Beans,Groceries,2023-12-05,32.0,4.0,Not Specified,CUST1039,Subscription,REP005,0.0,25,Marketplace,In Stock,Returned,Mislabelled,Positive,Product Description Accuracy
171,Cordless Drill,Tools & Home Improvement,2023-02-14,130.0,1.0,Asia Pacific,CUST1028,Online Direct,REP007,0.0,100,Retail,Out of Stock,Returned,Missing accessories,Negative,Product Description Accuracy
172,Smartwatch,Electronics,2023-02-15,140.0,3.0,Asia Pacific,CUST1025,Retail,REP008,0.0,110,Wholesale,Low Stock,No Return,I love it,Neutral,Experience with Purchase
173,Hardcover Novel,Books & Media,2023-07-05,24.0,3.0,Europe,CUST1050,Wholesale,REP009,0.0,20,Marketplace,Out of Stock,No Return,Returning this item,Neutral,Experience with Purchase
174,VR Headset,Wearables,2024-06-15,260.0,2.0,North America,CUST1004,Retail,REP004,0.0,200,Marketplace,Low Stock,No Return,Quick shipping,Positive,Delivery Issues
175,Electric Shaver,Health & Beauty,2024-07-14,65.0,3.0,Asia Pacific,CUST1092,Online Direct,REP007,0.0,50,Wholesale,Out of Stock,Returned,Would buy again,Negative,Value for Money
176,Ergonomic Chair,Office Supplies,2024-04-13,195.0,4.0,North America,CUST1036,Retail,REP006,0.0,150,Retail,Out of Stock,Pending Return,Great product,Positive,Product Quality
177,Baby Monitor,Baby Products,,105.0,4.0,Not Specified,,Subscription,REP009,0.0,80,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
178,Smart Refrigerator,Home Appliances,2023-10-10,1040.0,2.0,Europe,CUST1094,Wholesale,REP002,0.0,800,Wholesale,Out of Stock,No Return,Too expensive,Positive,Product Quality
179,Fitness Tracker,Wearables,2024-05-27,90.0,1.0,Asia Pacific,CUST1056,Online Direct,REP003,0.0,70,Online Direct,Low Stock,No Return,Satisfied with my purchase,Postive,Experience with Purchase
180,Diamond Necklace,Jewelry,2023-06-07,650.0,3.0,Asia Pacific,CUST1015,Retail,REP005,0.0,500,Marketplace,In Stock,Returned,Satisfied with my purchase,Neutral,Experience with Purchase
181,Tire Set,Automotive,,260.0,1.0,Not Specified,,Online Direct,REP010,0.0,200,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
182,Gaming Console,Electronics,2023-02-26,390.0,5.0,Latin America,CUST1061,Subscription,REP010,0.0,300,Retail,Out of Stock,No Return,Would buy again,Negative,Value for Money
183,Silk Scarf,Fashion,2024-07-10,50.0,1.0,Latin America,CUST1070,Retail,REP008,0.0,40,Retail,Out of Stock,Returned,Arrived late,Neutral,Delivery Issues
184,Washing Machine,Home Appliances,2023-05-05,520.0,5.0,Europe,CUST1009,Wholesale,REP007,0.0,400,Retail,Low Stock,Pending Return,Quick shipping,Neutral,Delivery Issues
185,Running Shoes,Sports & Outdoors,2024-02-28,75.0,5.0,Latin America,CUST1083,Online Direct,REP010,0.0,60,Retail,Low Stock,Pending Return,Excellent quality,Positive,Product Quality
186,Cotton T-Shirt,Fashion,2023-12-16,20.0,1.0,North America,CUST1065,Retail,REP005,0.0,15,Retail,Low Stock,Pending Return,Fantastic experience,Negative,Experience with Purchase
187,Electric Guitar,Musical Instruments,2024-02-21,195.0,2.0,Middle East & Africa,CUST1012,Online Direct,REP009,0.0,150,Online Direct,In Stock,Pending Return,Would buy again,Positive,Value for Money
188,DSLR Camera,Electronics,2023-04-07,780.0,2.0,North America,CUST1027,Wholesale,REP007,0.0,600,Online Direct,In Stock,Returned,Not recommended,Negative,Value for Money
189,Rowing Machine,Fitness Equipment,2023-03-13,325.0,2.0,Not Specified,CUST1058,Subscription,REP006,0.0,250,Marketplace,Out of Stock,Pending Return,Very satisfied,Positive,Product Quality
190,Smart Doorbell,Home Security,2023-01-27,85.0,3.0,Asia Pacific,CUST1013,Retail,REP003,0.0,70,Retail,Out of Stock,Pending Return,Damaged on arrival,Postive,Product Quality
191,Bluetooth Headphones,Electronics,2024-04-20,50.0,2.0,North America,CUST1081,Online Direct,REP003,0.0,40,Retail,Out of Stock,Returned,Too expensive,Neutral,Product Quality
192,Gaming Laptop,Electronics,2024-05-28,1500.0,3.0,Asia Pacific,CUST1030,Retail,REP003,0.0,1200,Marketplace,Out of Stock,No Return,Quick shipping,Positive,Delivery Issues
193,Wi-Fi Router,Electronics,2023-12-13,75.0,4.0,Latin America,CUST1052,Wholesale,REP010,0.0,60,Retail,Low Stock,Pending Return,Satisfied with my purchase,Negative,Experience with Purchase
194,Designer Jeans,Fashion,2024-07-18,100.0,2.0,Asia Pacific,CUST1055,Online Direct,REP002,0.0,80,Marketplace,Out of Stock,Pending Return,Will return,Neutral,Customer Service
195,Hair Dryer,Health & Beauty,2023-05-08,38.0,1.0,North America,CUST1064,Retail,REP003,0.0,30,Marketplace,Low Stock,No Return,Not recommended,Neutral,Value for Money
196,Anti-Aging Cream,Health & Beauty,2023-02-22,50.0,4.0,Asia Pacific,CUST1022,Wholesale,REP006,0.0,40,Retail,Out of Stock,No Return,Too expensive,Positive,Product Quality
197,Brake Pads,Automotive Parts,,65.0,5.0,Not Specified,,Online Direct,REP002,0.0,50,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
198,Organic Honey,Groceries,2023-05-19,26.0,1.0,Asia Pacific,CUST1058,Retail,REP007,0.0,20,Marketplace,Low Stock,Returned,Very fast service,Positive,Experience with Purchase
199,Digital Camera,Electronics,2024-06-28,520.0,2.0,Middle East & Africa,CUST1057,Online Direct,REP008,0.0,400,Marketplace,Low Stock,Pending Return,Poor packaging,Negative,Product Quality
200,Camping Tent,Sports & Outdoors,2024-08-13,130.0,5.0,Europe,CUST1023,Wholesale,REP009,0.0,100,Wholesale,Low Stock,Pending Return,Could be better,Positive,Product Quality
201,LED Lights,Home Décor,2023-11-15,30.0,4.0,Asia Pacific,CUST1062,Retail,REP009,0.0,25,Marketplace,In Stock,Returned,Color not as shown,Postive,Product Quality
202,Smart Thermostat,Electronics,2024-01-26,90.0,5.0,Middle East & Africa,CUST1010,Subscription,REP009,0.0,70,Wholesale,Low Stock,No Return,Exceeds expectations,Neutral,Value for Money
203,Coffee Maker,Home Appliances,2024-04-17,50.0,4.0,Latin America,CUST1087,Online Direct,REP008,0.0,40,Retail,In Stock,No Return,Satisfied with my purchase,Positive,Experience with Purchase
204,Fitness Tracker,Wearables,2024-07-30,90.0,4.0,Europe,CUST1045,Retail,REP009,0.0,70,Retail,Low Stock,Pending Return,Poor packaging,Negative,Product Quality
205,Leather Jacket,Fashion,2023-03-22,130.0,2.0,Not Specified,CUST1062,Wholesale,REP010,0.0,100,Retail,Low Stock,Returned,Won't buy again,Neutral,Customer Service
206,Noise-Canceling Headphones,Electronics,2023-06-23,90.0,4.0,Middle East & Africa,CUST1097,Online Direct,REP006,0.0,70,Wholesale,In Stock,Pending Return,Damaged on arrival,Neutral,Product Quality
207,Crib,Baby Products,,325.0,2.0,Not Specified,,Retail,REP009,0.0,250,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
208,Car Stereo,Automotive,,200.0,3.0,Not Specified,,Subscription,REP009,0.0,150,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
209,Smartwatch,Electronics,2023-06-14,145.0,3.0,Europe,CUST1017,Wholesale,REP007,0.0,110,Online Direct,In Stock,Pending Return,Good value for money,Positive,Product Quality
210,eBook Reader,Books & Media,2023-10-13,75.0,1.0,Latin America,CUST1001,Online Direct,REP010,0.0,60,Retail,Low Stock,No Return,Top notch,Negative,Product Quality
211,Electric Toothbrush,Health & Beauty,2023-07-19,50.0,3.0,Europe,CUST1055,Retail,REP010,0.0,40,Wholesale,In Stock,No Return,Quick shipping,Positive,Delivery Issues
212,4K Monitor,Electronics,2023-06-03,390.0,1.0,Middle East & Africa,CUST1042,Subscription,REP009,0.0,300,Retail,Out of Stock,Returned,Will shop again,Postive,Customer Service
213,Yoga Mat,Sports & Outdoors,2024-02-26,32.0,5.0,Middle East & Africa,CUST1020,Retail,REP003,0.0,25,Retail,In Stock,Pending Return,Fast delivery,Neutral,Delivery Issues
214,Winter Coat,Fashion,2023-07-11,150.0,4.0,Latin America,CUST1010,Wholesale,REP009,0.0,120,Wholesale,Out of Stock,Returned,Returning this item,Positive,Experience with Purchase
215,Smart Light Bulbs,Electronics,2023-08-26,20.0,3.0,Middle East & Africa,CUST1035,Online Direct,REP007,0.0,15,Marketplace,Low Stock,Returned,Delays in delivery,Negative,Delivery Issues
216,Robot Vacuum,Home Appliances,2023-05-24,325.0,4.0,Europe,CUST1050,Subscription,REP009,0.0,250,Retail,Out of Stock,Returned,Poor packaging,Neutral,Product Quality
217,Lawn Mower,Tools & Home Improvement,2024-08-24,260.0,4.0,Middle East & Africa,CUST1011,Retail,REP002,0.0,200,Marketplace,Out of Stock,No Return,Item as described,Neutral,Product Description Accuracy
218,Printer,Office Supplies,2023-10-27,160.0,1.0,Middle East & Africa,CUST1091,Wholesale,REP007,0.0,120,Retail,In Stock,No Return,Very satisfied,Positive,Product Quality
219,Sunglasses,Fashion,2024-05-11,65.0,1.0,North America,CUST1054,Online Direct,REP008,0.0,50,Marketplace,Low Stock,Returned,Top notch,Negative,Product Quality
220,Wool Sweater,Fashion,2023-02-22,80.0,3.0,Europe,CUST1029,Retail,REP010,0.0,60,Online Direct,Low Stock,No Return,Mislabelled,Positive,Product Description Accuracy
221,Body Lotion,Health & Beauty,2023-12-07,32.0,1.0,Middle East & Africa,CUST1024,Wholesale,REP009,0.0,25,Online Direct,Low Stock,Pending Return,Satisfied with my purchase,Negative,Experience with Purchase
222,Video Doorbell,Electronics,2023-04-24,90.0,1.0,Latin America,CUST1064,Online Direct,REP003,0.0,70,Online Direct,Out of Stock,Returned,Not as described,Positive,Product Description Accuracy
223,Soundbar,Electronics,2024-06-14,195.0,3.0,Europe,CUST1089,Subscription,REP003,0.0,150,Wholesale,Low Stock,Returned,Perfect fit,Postive,Product Quality
224,Microwave Oven,Home Appliances,2024-08-18,130.0,4.0,North America,CUST1024,Retail,REP006,0.0,100,Retail,In Stock,Pending Return,Exceeds expectations,Neutral,Value for Money
225,Portable Charger,Electronics,2023-11-29,26.0,4.0,North America,CUST1065,Wholesale,REP007,0.0,20,Wholesale,Out of Stock,Pending Return,Color not as shown,Positive,Product Quality
226,High Chair,Baby Products,,130.0,4.0,Not Specified,,Online Direct,REP009,0.0,100,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
227,Children's Book,Books & Media,2023-12-01,19.0,5.0,Latin America,CUST1022,Retail,REP010,0.0,15,Retail,Low Stock,Pending Return,Mislabelled,Neutral,Product Description Accuracy
228,Action Camera,Electronics,2023-08-30,260.0,5.0,Latin America,CUST1054,Subscription,REP009,0.0,200,Retail,Low Stock,Pending Return,Missing accessories,Neutral,Product Description Accuracy
229,Denim Jacket,Fashion,2024-03-17,115.0,4.0,North America,CUST1048,Wholesale,REP007,0.0,90,Retail,Out of Stock,No Return,Very fast service,Positive,Experience with Purchase
230,Activity Tracker,Wearables,2023-06-12,100.0,1.0,Asia Pacific,CUST1081,Online Direct,REP003,0.0,80,Retail,Out of Stock,Returned,Exceeds expectations,Negative,Value for Money
231,Bluetooth Speaker,Electronics,2023-04-22,30.0,3.0,Middle East & Africa,CUST1041,Retail,REP007,0.0,22,Marketplace,Out of Stock,Returned,Item as described,Positive,Product Description Accuracy
232,Air Purifier,Electronics,2023-05-21,50.0,3.0,North America,CUST1026,Subscription,REP008,0.0,40,Wholesale,Low Stock,Returned,Arrived late,Negative,Delivery Issues
233,Spices Set,Groceries,2023-08-30,38.0,3.0,Latin America,CUST1048,Wholesale,REP010,0.0,30,Retail,In Stock,Pending Return,Do not recommend,Positive,Customer Service
234,Power Drill,Tools & Home Improvement,2023-08-08,115.0,2.0,Europe,CUST1089,Online Direct,REP005,0.0,90,Marketplace,Out of Stock,No Return,Arrived late,Postive,Delivery Issues
235,Hiking Backpack,Sports & Outdoors,2024-02-26,90.0,1.0,Middle East & Africa,CUST1043,Retail,REP005,0.0,70,Retail,Low Stock,No Return,Terrible support,Neutral,Customer Service
236,Diaper Bag,Baby Products,,32.0,5.0,Not Specified,,Online Direct,REP004,0.0,25,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
237,Makeup Kit,Health & Beauty,2023-03-26,105.0,4.0,Latin America,CUST1016,Subscription,REP009,0.0,80,Online Direct,Out of Stock,No Return,Poor packaging,Negative,Product Quality
238,Casual Sneakers,Fashion,2023-09-16,65.0,3.0,Europe,CUST1020,Wholesale,REP006,0.0,50,Online Direct,Low Stock,Pending Return,Do not recommend,Neutral,Customer Service
239,Portable Speaker,Electronics,2024-03-30,50.0,5.0,North America,CUST1003,Online Direct,REP004,0.0,40,Wholesale,In Stock,No Return,Fantastic experience,Neutral,Experience with Purchase
240,Cashmere Sweater,Fashion,2024-05-25,150.0,1.0,Middle East & Africa,CUST1048,Retail,REP006,0.0,120,Marketplace,Low Stock,Pending Return,Nice experience,Positive,Experience with Purchase
241,Tennis Racket,Sports & Outdoors,2023-11-01,115.0,5.0,Middle East & Africa,CUST1032,Wholesale,REP008,0.0,90,Wholesale,Out of Stock,Returned,I love it,Negative,Experience with Purchase
242,Decorative Vase,Home Décor,2024-05-15,45.0,2.0,Latin America,CUST1039,Online Direct,REP004,0.0,35,Marketplace,In Stock,Pending Return,Missing accessories,Positive,Product Description Accuracy
243,Desk Lamp,Office Supplies,2024-05-04,50.0,2.0,Asia Pacific,CUST1095,Retail,REP005,0.0,40,Retail,In Stock,Pending Return,Not worth the money,Negative,Product Quality
244,Science Fiction Novel,Books & Media,2023-09-07,32.0,5.0,Latin America,CUST1076,Wholesale,REP003,0.0,25,Retail,In Stock,No Return,Very fast service,Positive,Experience with Purchase
245,Trench Coat,Fashion,2024-06-16,195.0,3.0,Asia Pacific,CUST1017,Retail,REP006,0.0,150,Marketplace,Out of Stock,Returned,Great product,Postive,Product Quality
246,Nail Care Set,Health & Beauty,2023-11-18,26.0,5.0,Middle East & Africa,CUST1092,Online Direct,REP003,0.0,20,Marketplace,Low Stock,Pending Return,Exceeds expectations,Neutral,Value for Money
247,Baby Bathtub,Baby Products,,40.0,1.0,Not Specified,,Retail,REP005,0.0,30,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
248,Garden Tools,Tools & Home Improvement,2023-07-14,100.0,4.0,North America,CUST1015,Wholesale,REP002,0.0,80,Marketplace,Low Stock,No Return,Fantastic experience,Negative,Experience with Purchase
249,Action Camera,Electronics,2024-01-03,195.0,1.0,North America,CUST1098,Online Direct,REP007,0.0,150,Online Direct,In Stock,No Return,Will return,Neutral,Customer Service
250,Whiteboard,Office Supplies,2024-04-29,65.0,4.0,Not Specified,CUST1009,Retail,REP004,0.0,50,Online Direct,Out of Stock,Returned,Excellent quality,Neutral,Product Quality
251,Surfboard,Sports & Outdoors,2023-12-05,325.0,3.0,North America,CUST1057,Wholesale,REP002,0.0,250,Retail,Low Stock,No Return,Would buy again,Positive,Value for Money
252,Wireless Charger,Electronics,2023-08-23,38.0,4.0,Asia Pacific,CUST1097,Online Direct,REP003,0.0,30,Online Direct,Low Stock,No Return,Won't buy again,Negative,Customer Service
253,Biography,Books & Media,2023-06-15,26.0,3.0,Asia Pacific,CUST1043,Retail,REP005,0.0,20,Marketplace,Low Stock,Returned,Do not recommend,Positive,Customer Service
254,Pajamas Set,Fashion,2024-08-15,52.0,1.0,Middle East & Africa,CUST1028,Wholesale,REP001,0.0,40,Online Direct,Low Stock,No Return,Very satisfied,Negative,Product Quality
255,Digital Watch,Wearables,2023-06-07,90.0,5.0,North America,CUST1051,Online Direct,REP009,0.0,70,Marketplace,Out of Stock,Pending Return,Damaged on arrival,Positive,Product Quality
256,Smart Home Hub,Electronics,2024-05-06,100.0,5.0,North America,CUST1077,Subscription,REP009,0.0,80,Online Direct,In Stock,Pending Return,Returning this item,Postive,Experience with Purchase
257,Toaster,Home Appliances,2024-07-12,38.0,5.0,Middle East & Africa,CUST1064,Retail,REP005,0.0,30,Wholesale,Out of Stock,No Return,Damaged on arrival,Neutral,Product Quality
